File,Line_number,SRC
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,568,if (routes == null) {
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,569,routes = new LinkedHashSet<Route>();
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,592,if (this.routes != null) {
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,593,this.routes.removeAll(routes);
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,598,if (this.routes == null) {
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,599,this.routes = new LinkedHashSet<Route>();
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,602,if (routes != null) {
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,603,this.routes.addAll(routes);
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,416,"log.trace(""Getting endpoint with normalized uri: {}"", uri);"
camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,432,answer = component.createEndpoint(uri);
camel-core/src/test/java/org/apache/camel/impl/DefaultCamelContextAutoStartupTest.java,28,public void testAutoStartupFalse() throws Exception {
camel-core/src/main/java/org/apache/camel/util/OgnlHelper.java,174,boolean squareBracket = false; // special to keep track if we are inside a square bracket block - (eg [foo])
camel-core/src/main/java/org/apache/camel/util/OgnlHelper.java,182,if (ch == '[') {
camel-core/src/main/java/org/apache/camel/util/OgnlHelper.java,187,if (ch == '.' && !squareBracket) {
camel-core/src/main/java/org/apache/camel/util/OgnlHelper.java,208,} else if (ch == ']') {
camel-core/src/main/java/org/apache/camel/util/OgnlHelper.java,227,if (ch != ']') {
platforms/karaf/commands/src/main/java/org/apache/camel/karaf/commands/RouteInfo.java,95,"Date firstExchangeTimestamp = (Date) mBeanServer.getAttribute(routeMBean, ""FirstExchangeCompletedTimestamp"");"
platforms/karaf/commands/src/main/java/org/apache/camel/karaf/commands/RouteInfo.java,97,"System.out.println(StringEscapeUtils.unescapeJava(""\tFirst Exchange Date: "" + format.format(firstExchangeTimestamp)));"
platforms/karaf/commands/src/main/java/org/apache/camel/karaf/commands/RouteInfo.java,98,"Date lastExchangeCompletedTimestamp = (Date) mBeanServer.getAttribute(routeMBean, ""LastExchangeCompletedTimestamp"");"
platforms/karaf/commands/src/main/java/org/apache/camel/karaf/commands/RouteInfo.java,99,"System.out.println(StringEscapeUtils.unescapeJava(""\tLast Exchange Completed Date: "" + format.format(lastExchangeCompletedTimestamp)));"
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,212,factory.setResourceResolver(getResourceResolver());
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,72,Source source;
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,73,Result result;
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,74,if (useDom) {
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,75,source = exchange.getIn().getBody(DOMSource.class);
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,76,result = new DOMResult();
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,78,source = exchange.getIn().getBody(SAXSource.class);
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,79,result = new SAXResult();
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,88,ValidatorErrorHandler handler = errorHandler.getClass().newInstance();
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,89,validator.setErrorHandler(handler);
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,91,try {
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,92,"validator.validate(source, result);"
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,93,} catch (SAXParseException e) {
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,95,"throw new SchemaValidationException(exchange, schema, Collections.singletonList(e),"
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,96,"Collections.<SAXParseException> emptyList(),"
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,97,Collections.<SAXParseException> emptyList());
camel-core/src/main/java/org/apache/camel/processor/validation/ValidatingProcessor.java,100,"handler.handleErrors(exchange, schema, result);"
camel-core/src/main/java/org/apache/camel/converter/IOConverter.java,329,public static ObjectInput toObjectInput(InputStream stream) throws IOException {
camel-core/src/main/java/org/apache/camel/converter/IOConverter.java,333,return new ObjectInputStream(IOHelper.buffered(stream));
camel-core/src/main/java/org/apache/camel/model/PollEnrichDefinition.java,99,"enricher = new PollEnricher(null, endpoint.createPollingConsumer(), 0);"
camel-core/src/main/java/org/apache/camel/model/PollEnrichDefinition.java,103,"aggregationStrategy = routeContext.lookup(aggregationStrategyRef, AggregationStrategy.class);"
camel-core/src/main/java/org/apache/camel/model/ProcessorDefinition.java,2814,"addOutput(new PollEnrichDefinition(null, resourceUri, 0));"
camel-core/src/main/java/org/apache/camel/model/ProcessorDefinition.java,2836,"addOutput(new PollEnrichDefinition(aggregationStrategy, resourceUri, 0));"
camel-core/src/main/java/org/apache/camel/model/DelayDefinition.java,106,if (ObjectHelper.isNotEmpty(expr.getExpression()) || expr.getExpressionValue() != null) {
camel-core/src/main/java/org/apache/camel/model/DelayDefinition.java,107,return expr.createExpression(routeContext);
camel-core/src/main/java/org/apache/camel/model/DelayDefinition.java,82,ScheduledExecutorService scheduled = null;
camel-core/src/main/java/org/apache/camel/model/DelayDefinition.java,83,if (getAsyncDelayed() != null && getAsyncDelayed()) {
camel-core/src/main/java/org/apache/camel/model/DelayDefinition.java,84,"scheduled = ProcessorDefinitionHelper.getConfiguredScheduledExecutorService(routeContext, ""Delay"", this);"
camel-core/src/main/java/org/apache/camel/model/DelayDefinition.java,85,if (scheduled == null) {
camel-core/src/main/java/org/apache/camel/model/DelayDefinition.java,86,"scheduled = routeContext.getCamelContext().getExecutorServiceManager().newDefaultScheduledThreadPool(this, ""Delay"");"
camel-core/src/main/java/org/apache/camel/management/mbean/ManagedBrowsableEndpoint.java,42,return endpoint;
camel-core/src/main/java/org/apache/camel/management/mbean/ManagedBrowsableEndpoint.java,46,return endpoint.getExchanges().size();
camel-core/src/main/java/org/apache/camel/management/mbean/ManagedBrowsableEndpoint.java,50,List<Exchange> exchanges = endpoint.getExchanges();
camel-core/src/main/java/org/apache/camel/management/mbean/ManagedBrowsableEndpoint.java,64,List<Exchange> exchanges = endpoint.getExchanges();
camel-core/src/main/java/org/apache/camel/management/mbean/ManagedBrowsableEndpoint.java,90,List<Exchange> exchanges = endpoint.getExchanges();
camel-core/src/main/java/org/apache/camel/management/mbean/ManagedBrowsableEndpoint.java,121,List<Exchange> exchanges = endpoint.getExchanges();
camel-core/src/main/java/org/apache/camel/management/mbean/ManagedEndpoint.java,70,public Object getInstance() {
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,165,if (fromIndex == null) {
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,166,fromIndex = 0;
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,168,if (toIndex == null) {
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,169,toIndex = Integer.MAX_VALUE;
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,171,if (fromIndex > toIndex) {
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,172,"throw new IllegalArgumentException(""From index cannot be larger than to index, was: "" + fromIndex + "" > "" + toIndex);"
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,175,List<Exchange> exchanges = getExchanges();
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,176,if (exchanges.size() == 0) {
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,177,return null;
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,180,StringBuilder sb = new StringBuilder();
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,181,"sb.append(""<messages>"");"
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,182,for (int i = fromIndex; i < exchanges.size() && i <= toIndex; i++) {
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,183,Exchange exchange = exchanges.get(i);
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,184,Message msg = exchange.hasOut() ? exchange.getOut() : exchange.getIn();
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,185,"String xml = MessageHelper.dumpAsXml(msg, includeBody);"
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,186,"sb.append(""\n"").append(xml);"
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,188,"sb.append(""\n</messages>"");"
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsQueueEndpoint.java,189,return sb.toString();
camel-core/src/main/java/org/apache/camel/util/URISupport.java,87,"String value = URLDecoder.decode(parameter.substring(p + 1), CHARSET);"
components/camel-cxf-transport/src/main/java/org/apache/camel/component/cxf/common/header/CxfHeaderHelper.java,102,Object value = message.get(key);
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,20,import javax.jws.WebMethod;
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,21,import javax.jws.WebResult;
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,22,import javax.jws.WebService;
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,23,import javax.xml.namespace.QName;
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,24,import javax.xml.ws.Service;
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,36,public class JaxWSCamelConduitTest extends CamelTestSupport {
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,41,"public static final String ANSWER = ""<Envelope xmlns='http://schemas.xmlsoap.org/soap/envelope/'>"""
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,42,#VALUE!
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,43,#VALUE!
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,44,"+ ""</Body>"" + ""</Envelope>"";"
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,49,"@WebService(targetNamespace = ""urn:test"", serviceName = ""testService"", portName = ""testPort"")"
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,50,public interface SampleWS {
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,52,@WebMethod
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,53,"@WebResult(name = ""result"", targetNamespace = ""urn:test"")"
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,54,String getSomething();
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,60,@Before
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,61,public void setUpCXFCamelContext() {
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,62,BusFactory.getThreadDefaultBus().getExtension(CamelTransportFactory.class).setCamelContext(context);
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,71,public SampleWS getSampleWS(String camelRoute) {
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,72,"QName serviceName = new QName(""urn:test"", ""testService"");"
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,73,Service s = Service.create(serviceName);
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,75,"QName portName = new QName(""urn:test"", ""testPort"");"
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,76,"s.addPort(portName, ""http://schemas.xmlsoap.org/soap/"", ""camel://"" + camelRoute);"
components/camel-cxf-transport/src/test/java/org/apache/camel/component/cxf/transport/JaxWSCamelConduitTest.java,78,return s.getPort(SampleWS.class);
camel-core/src/main/java/org/apache/camel/converter/jaxp/XmlConverter.java,174,return toDOMSource(document);
camel-core/src/main/java/org/apache/camel/converter/jaxp/XmlConverter.java,182,public Source toSource(Node node) {
camel-core/src/main/java/org/apache/camel/converter/jaxp/XmlConverter.java,190,public DOMSource toDOMSource(Node node) {
camel-core/src/main/java/org/apache/camel/converter/jaxp/XmlConverter.java,191,return new DOMSource(node);
components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/csv/BindyCsvDataFormat.java,115,InputStreamReader in = new InputStreamReader(inputStream);
components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/csv/BindyCsvDataFormat.java,156,"result = unquoteTokens(result, separator);"
components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/csv/BindyCsvDataFormat.java,200,"private List<String> unquoteTokens(List<String> result, String separator) {"
components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/csv/BindyCsvDataFormat.java,212,"if (s.startsWith(""\"""") || s.startsWith(""'"")) {"
components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/csv/BindyCsvDataFormat.java,216,"if (s.endsWith(""\"""") || s.endsWith(""'"")) {"
components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/fixed/BindyFixedLengthDataFormat.java,105,InputStreamReader in = new InputStreamReader(inputStream);
components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/kvp/BindyKeyValuePairDataFormat.java,87,InputStreamReader in = new InputStreamReader(inputStream);
camel-core/src/main/java/org/apache/camel/api/management/mbean/ManagedPerformanceCounterMBean.java,24,public interface ManagedPerformanceCounterMBean {
camel-core/src/main/java/org/apache/camel/api/management/mbean/ManagedPerformanceCounterMBean.java,26,"@ManagedOperation(description = ""Reset counters"")"
camel-core/src/main/java/org/apache/camel/api/management/mbean/ManagedPerformanceCounterMBean.java,27,void reset();
camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java,739,if (original.getException() != null) {
camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java,212,exhaust = true;
camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java,230,"doDone(exchange, null, callback, true, exhaust);"
camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java,237,"doDone(exchange, subExchange, callback, true, exhaust);"
camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java,309,"throw new CamelExchangeException(""Parallel processing failed for number "" + number, subExchange, subExchange.getException());"
camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java,528,"throw new CamelExchangeException(""Sequential processing failed for number "" + total.get(), subExchange, subExchange.getException());"
camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java,529,} else {
camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java,533,result.set(subExchange);
camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java,534,return true;
components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsProducer.java,148,if (originalCorrelationId == null && !msgIdAsCorrId) {
camel-core/src/main/java/org/apache/camel/language/simple/SimpleExpressionParser.java,82,return null;
camel-core/src/main/java/org/apache/camel/language/simple/SimplePredicateParser.java,115,return null;
components/camel-printer/src/main/java/org/apache/camel/component/printer/PrinterOperations.java,60,"public PrinterOperations(PrintService printService, DocPrintJob job, DocFlavor flavor, PrintRequestAttributeSet printRequestAttributeSet) throws PrintException {"
components/camel-printer/src/main/java/org/apache/camel/component/printer/PrinterProducer.java,153,"printerOperations = new PrinterOperations(printService, assignPrintJob(printService), assignDocFlavor(), assignPrintAttributes());"
components/camel-cxf/src/main/java/org/apache/camel/component/cxf/CxfProducer.java,72,client = endpoint.createClient();
components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfProducerTest.java,66,"return ""http://localhost:"" + CXFTestSupport.getPort3() + ""/"" + getClass().getSimpleName() + ""/test"";"
camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java,542,return idx + 1 == 0 && ObjectHelper.isNotEmpty(s);
camel-core/src/main/java/org/apache/camel/management/DefaultManagementLifecycleStrategy.java,104,"private Map<Object, ManagedTracer> managedTracers = new HashMap<Object, ManagedTracer>();"
camel-core/src/main/java/org/apache/camel/management/DefaultManagementLifecycleStrategy.java,399,Object mo = this.managedTracers.get(service);
camel-core/src/main/java/org/apache/camel/management/DefaultManagementLifecycleStrategy.java,400,if (mo == null) {
camel-core/src/main/java/org/apache/camel/management/DefaultManagementLifecycleStrategy.java,401,"ManagedTracer mt = new ManagedTracer(context, (Tracer) service);"
camel-core/src/main/java/org/apache/camel/management/DefaultManagementLifecycleStrategy.java,403,"this.managedTracers.put(service, mt);"
camel-core/src/main/java/org/apache/camel/management/DefaultManagementLifecycleStrategy.java,404,mo = mt;
camel-core/src/main/java/org/apache/camel/management/DefaultManagementLifecycleStrategy.java,406,return mo;
camel-core/src/main/java/org/apache/camel/processor/interceptor/Tracer.java,57,private CopyOnWriteArrayList<TraceEventHandler> traceHandlers;
camel-core/src/main/java/org/apache/camel/component/seda/SedaComponent.java,38,"private final Map<String, BlockingQueue<Exchange>> queues = new HashMap<String, BlockingQueue<Exchange>>();"
camel-core/src/main/java/org/apache/camel/component/seda/SedaComponent.java,59,if (queues.containsKey(key)) {
camel-core/src/main/java/org/apache/camel/component/seda/SedaComponent.java,60,return queues.get(key);
camel-core/src/main/java/org/apache/camel/component/seda/SedaComponent.java,76,"queues.put(key, queue);"
camel-core/src/main/java/org/apache/camel/component/seda/SedaComponent.java,93,protected String getQueueKey(String uri) {
camel-core/src/main/java/org/apache/camel/component/seda/SedaComponent.java,103,queues.clear();
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,37,"protected static final Map<String, BlockingQueue<Exchange>> QUEUES = new HashMap<String, BlockingQueue<Exchange>>();"
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,41,"public synchronized BlockingQueue<Exchange> createQueue(String uri, Map<String, Object> parameters) {"
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,42,String key = getQueueKey(uri);
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,44,if (QUEUES.containsKey(key)) {
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,45,return QUEUES.get(key);
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,49,BlockingQueue<Exchange> queue;
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,50,"Integer size = getAndRemoveParameter(parameters, ""size"", Integer.class);"
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,51,if (size != null && size > 0) {
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,52,queue = new LinkedBlockingQueue<Exchange>(size);
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,53,} else {
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,54,if (getQueueSize() > 0) {
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,55,queue = new LinkedBlockingQueue<Exchange>(getQueueSize());
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,56,} else {
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,57,queue = new LinkedBlockingQueue<Exchange>();
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,61,"QUEUES.put(key, queue);"
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,62,return queue;
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,73,super.doStop();
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,74,if (START_COUNTER.decrementAndGet() == 0) {
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,75,synchronized (QUEUES) {
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,76,for (BlockingQueue<Exchange> q : QUEUES.values()) {
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,77,q.clear();
camel-core/src/main/java/org/apache/camel/component/vm/VmComponent.java,79,QUEUES.clear();
camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java,396,if (!c.isInterface() && c.getSuperclass() != Object.class) {
camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java,537,"Object value = convertToType(exchange, methodInfo.getBodyParameterType(), body);"
camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,165,"executorService = ProcessorDefinitionHelper.getConfiguredExecutorService(routeContext, ""Aggregator"", this);"
camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,166,if (executorService == null) {
camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,168,ExecutorServiceManager executorServiceManager = routeContext.getCamelContext().getExecutorServiceManager();
camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,169,if (isParallelProcessing()) {
camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,170,"executorService = executorServiceManager.newDefaultThreadPool(this, ""Aggregator"");"
camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,171,} else {
camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,173,executorService = new SynchronousExecutorService();
camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,279,"strategy = routeContext.lookup(strategyRef, AggregationStrategy.class);"
camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,304,"repository = routeContext.lookup(aggregationRepositoryRef, AggregationRepository.class);"
camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,305,if (repository == null) {
camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,306,"throw new IllegalArgumentException(""AggregationRepositoryRef "" + aggregationRepositoryRef + "" not found in registry."");"
camel-core/src/main/java/org/apache/camel/model/MulticastDefinition.java,220,ExecutorServiceManager executorServiceManager = routeContext.getCamelContext().getExecutorServiceManager();
camel-core/src/main/java/org/apache/camel/model/MulticastDefinition.java,221,if (isParallelProcessing() && executorService == null) {
camel-core/src/main/java/org/apache/camel/model/MulticastDefinition.java,222,"String ref = this.executorServiceRef != null ? this.executorServiceRef : ""Delay"";"
camel-core/src/main/java/org/apache/camel/model/MulticastDefinition.java,223,"executorService = executorServiceManager.newDefaultThreadPool(this, ref);"
camel-core/src/main/java/org/apache/camel/model/MulticastDefinition.java,213,"aggregationStrategy = routeContext.lookup(strategyRef, AggregationStrategy.class);"
camel-core/src/main/java/org/apache/camel/model/OnCompletionDefinition.java,101,"String ref = this.executorServiceRef != null ? this.executorServiceRef : ""OnCompletion"";"
camel-core/src/main/java/org/apache/camel/model/OnCompletionDefinition.java,102,ExecutorServiceManager manager = routeContext.getCamelContext().getExecutorServiceManager();
camel-core/src/main/java/org/apache/camel/model/OnCompletionDefinition.java,103,"executorService = manager.newDefaultThreadPool(this, ref);"
camel-core/src/main/java/org/apache/camel/model/ProcessorDefinitionHelper.java,245,"throw new NoSuchBeanException(definition.getExecutorServiceRef(), ""ExecutorService"");"
camel-core/src/main/java/org/apache/camel/model/ProcessorDefinitionHelper.java,296,"throw new NoSuchBeanException(definition.getExecutorServiceRef(), ""ScheduledExecutorService"");"
camel-core/src/main/java/org/apache/camel/model/RecipientListDefinition.java,131,if (isParallelProcessing() && executorService == null) {
camel-core/src/main/java/org/apache/camel/model/RecipientListDefinition.java,132,"String ref = this.executorServiceRef != null ? this.executorServiceRef : ""RecipientList"";"
camel-core/src/main/java/org/apache/camel/model/RecipientListDefinition.java,133,ExecutorServiceManager manager = routeContext.getCamelContext().getExecutorServiceManager();
camel-core/src/main/java/org/apache/camel/model/RecipientListDefinition.java,134,"executorService = manager.newDefaultThreadPool(this, ref);"
camel-core/src/main/java/org/apache/camel/model/RecipientListDefinition.java,169,"aggregationStrategy = routeContext.lookup(strategyRef, AggregationStrategy.class);"
camel-core/src/main/java/org/apache/camel/model/SplitDefinition.java,98,if (isParallelProcessing() && executorService == null) {
camel-core/src/main/java/org/apache/camel/model/SplitDefinition.java,99,"String ref = this.executorServiceRef != null ? this.executorServiceRef : ""Split"";"
