File,Line_number,SRC
src/main/java/org/apache/hadoop/hbase/master/AssignmentManager.java,1611,"LOG.debug(""Assigning region "" + state.getRegion().getRegionNameAsString() +"
src/main/java/org/apache/hadoop/hbase/master/handler/ServerShutdownHandler.java,293,if (rit != null && !rit.isClosing() && !rit.isPendingClose()) {
src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,456,int n = 0;
src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,457,"for (Map.Entry<byte[], Object> logWritersEntry : logWriters.entrySet()) {"
src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,458,Object o = logWritersEntry.getValue();
src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,459,long t1 = EnvironmentEdgeManager.currentTimeMillis();
src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,460,if ((t1 - last_report_at) > period) {
src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,461,last_report_at = t;
src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,462,if ((progress_failed == false) && (reporter != null) &&
src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,463,(reporter.progress() == false)) {
src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,464,progress_failed = true;
src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,488,if (fs.exists(wap.p)) {
src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,489,"if (!fs.rename(wap.p, dst)) {"
src/main/java/org/apache/hadoop/hbase/regionserver/wal/HLogSplitter.java,490,"throw new IOException(""Failed renaming "" + wap.p + "" to "" + dst);"
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,522,"splitLogAfterStartup(this.fileSystemManager, onlineServers);"
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,538,this.assignmentManager.joinCluster(onlineServers);
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,575,"protected void splitLogAfterStartup(final MasterFileSystem mfs,"
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,576,Set<ServerName> onlineServers) {
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,577,mfs.splitLogAfterStartup(onlineServers);
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,343,finishInitialization(startupStatus);
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,466,private void finishInitialization(MonitoredTask status)
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,480,"this.fileSystemManager = new MasterFileSystem(this, this, metrics);"
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,498,"status.setStatus(""Initializing master coprocessors"");"
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,499,"this.cpHost = new MasterCoprocessorHost(this, this.conf);"
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,502,"status.setStatus(""Initializing master service threads"");"
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,503,startServiceThreads();
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,517,this.assignmentManager.startTimeOutMonitor();
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,560,if (this.cpHost != null) {
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,1732,try {
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,563,this.cpHost.postStartMaster();
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,564,} catch (IOException ioe) {
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,565,"LOG.error(""Coprocessor postStartMaster() hook failed"", ioe);"
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,1427,initializeZKBasedSystemTrackers();
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,525,assignRootAndMeta(status);
src/main/java/org/apache/hadoop/hbase/master/HMaster.java,1433,assignmentManager.processDeadServersAndRegionsInTransition();
src/main/java/org/apache/hadoop/hbase/master/MasterFileSystem.java,189,void splitLogAfterStartup(final Set<ServerName> onlineServers) {
src/main/java/org/apache/hadoop/hbase/master/MasterFileSystem.java,84,MasterMetrics metrics)
src/main/java/org/apache/hadoop/hbase/master/MasterFileSystem.java,106,this.splitLogManager.finishInitialization();
src/main/java/org/apache/hadoop/hbase/master/ServerManager.java,194,throw new PleaseHoldException(message);
src/main/java/org/apache/hadoop/hbase/master/ServerManager.java,242,if (this.deadservers.cleanPreviousInstance(serverName)) {
src/main/java/org/apache/hadoop/hbase/master/ServerManager.java,566,"getLong(""hbase.master.wait.on.regionservers.interval"", 1500);"
src/main/java/org/apache/hadoop/hbase/master/ServerManager.java,568,"getLong(""hbase.master.wait.on.regionservers.timeout"", 4500);"
src/main/java/org/apache/hadoop/hbase/master/ServerManager.java,569,final int minToStart = this.master.getConfiguration().
src/main/java/org/apache/hadoop/hbase/master/ServerManager.java,570,"getInt(""hbase.master.wait.on.regionservers.mintostart"", 1);"
src/main/java/org/apache/hadoop/hbase/master/ServerManager.java,571,final int maxToStart = this.master.getConfiguration().
src/main/java/org/apache/hadoop/hbase/master/ServerManager.java,572,"getInt(""hbase.master.wait.on.regionservers.maxtostart"", Integer.MAX_VALUE);"
src/main/java/org/apache/hadoop/hbase/master/ServerManager.java,585,(lastCountChange+interval > now || count < minToStart)
src/test/java/org/apache/hadoop/hbase/regionserver/TestRSKilledWhenMasterInitializing.java,98,"protected void splitLogAfterStartup(MasterFileSystem mfs,"
src/test/java/org/apache/hadoop/hbase/regionserver/TestRSKilledWhenMasterInitializing.java,99,Set<ServerName> onlineServers) {
src/test/java/org/apache/hadoop/hbase/regionserver/TestRSKilledWhenMasterInitializing.java,100,"super.splitLogAfterStartup(mfs, onlineServers);"
src/test/java/org/apache/hadoop/hbase/regionserver/TestRSKilledWhenMasterInitializing.java,67,"TESTUTIL.getConfiguration().setClass(HConstants.MASTER_IMPL,"
src/test/java/org/apache/hadoop/hbase/regionserver/TestRSKilledWhenMasterInitializing.java,68,"TestingMaster.class, HMaster.class);"
src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,737,"cleanZK(server, this.parent.getRegionInfo());"
src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,830,"private static void cleanZK(final Server server, final HRegionInfo hri) {"
src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,854,"private static int createNodeSplitting(final ZooKeeperWatcher zkw,"
src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,855,"final HRegionInfo region, final ServerName serverName)"
src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,856,"throws KeeperException, IOException {"
src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,915,"private static int transitionNodeSplitting(final ZooKeeperWatcher zkw,"
src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,916,"final HRegionInfo parent,"
src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,917,"final ServerName serverName, final int version)"
src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,918,"throws KeeperException, IOException {"
src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,87,"private static final String SPLITDIR = ""splits"";"
src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,418,} while (this.znodeVersion != -1);
src/main/java/org/apache/hadoop/hbase/regionserver/SplitTransaction.java,452,"transitionZKNode(server, regions.getFirst(), regions.getSecond());"
src/main/java/org/apache/hadoop/hbase/io/HbaseObjectWritable.java,475,"writeObject(out, list.get(i),"
src/main/java/org/apache/hadoop/hbase/io/HbaseObjectWritable.java,476,"list.get(i).getClass(), conf);"
src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java,719,if ((node.equals(zkw.rootServerZNode) == true) ||
src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java,721,(node.equals(zkw.clusterIdZNode) == true)) {
src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,173,"static final String MERGEDIR = ""merges"";"
src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,2135,if (walEdit.size() > 0 &&
src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,2136,(this.regionInfo.isMetaRegion() ||
src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,2137,!this.htableDescriptor.isDeferredLogFlush())) {
src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,2138,this.log.sync(txid);
src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,4395,this.log.sync(txid); // sync the transaction log outside the rowlock
src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,4510,this.log.sync(txid); // sync the transaction log outside the rowlock
src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,4607,this.log.sync(txid); // sync the transaction log outside the rowlock
src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,2009,"OperationStatusCode.SANITY_CHECK_FAILURE, dnrioe.getMessage());"
src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,2548,long now) throws DoNotRetryIOException {
src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java,2557,"throw new DoNotRetryIOException(""Timestamp for KV out of range """
src/main/java/org/apache/hadoop/hbase/master/SplitLogManager.java,185,public void finishInitialization() {
src/main/java/org/apache/hadoop/hbase/master/SplitLogManager.java,186,"Threads.setDaemonThreadRunning(timeoutMonitor.getThread(), serverName +"
src/main/java/org/apache/hadoop/hbase/master/SplitLogManager.java,187,""".splitLogManagerTimeoutMonitor"");"
src/test/java/org/apache/hadoop/hbase/master/TestCatalogJanitor.java,151,"this.mfs = new MasterFileSystem(server, this, null);"
src/main/java/org/apache/hadoop/hbase/master/CatalogJanitor.java,104,void scan() throws IOException {
src/main/java/org/apache/hadoop/hbase/master/CatalogJanitor.java,129,"if (cleanParent(e.getKey(), e.getValue())) cleaned++;"
src/main/java/org/apache/hadoop/hbase/master/CatalogJanitor.java,132,"LOG.info(""Scanned "" + count.get() + "" catalog row(s) and gc'd "" + cleaned +"
src/main/java/org/apache/hadoop/hbase/master/CatalogJanitor.java,135,"LOG.debug(""Scanned "" + count.get() + "" catalog row(s) and gc'd "" + cleaned +"
src/main/java/org/apache/hadoop/hbase/util/InfoServer.java,128,"return index == -1? p: p.substring(0, index);"
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2116,int lcolumnoffset = ROW_LENGTH_SIZE + FAMILY_LENGTH_SIZE +
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2117,rowlength + loffset;
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2118,int rcolumnoffset = ROW_LENGTH_SIZE + FAMILY_LENGTH_SIZE +
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2119,rowlength + roffset;
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2120,int lcolumnlength = llength - TIMESTAMP_TYPE_SIZE -
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2121,(lcolumnoffset - loffset);
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2122,int rcolumnlength = rlength - TIMESTAMP_TYPE_SIZE -
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2123,(rcolumnoffset - roffset);
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2151,"common = Math.max(0, commonPrefix -"
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2152,rowlength - ROW_LENGTH_SIZE - FAMILY_LENGTH_SIZE);
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2153,"common = Math.min(common, Math.min(lcolumnlength, rcolumnlength));"
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2156,final int comparisonResult = Bytes.compareTo(
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2157,"left, lcolumnoffset + common, lcolumnlength - common,"
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2158,"right, rcolumnoffset + common, rcolumnlength - common);"
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2159,if (comparisonResult != 0) {
src/main/java/org/apache/hadoop/hbase/KeyValue.java,2160,return comparisonResult;
src/main/java/org/apache/hadoop/hbase/regionserver/KeyValueHeap.java,345,"if (nextKV == null || comparator.compare(curKV, nextKV) <= 0) {"
src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,534,String compressionType;
src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,535,switch (type) {
src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,536,"case LZO: compressionType = ""LZO""; break;"
src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,537,"case GZ: compressionType = ""GZ""; break;"
src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,538,"case SNAPPY: compressionType = ""SNAPPY""; break;"
src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,539,"default: compressionType = ""NONE""; break;"
src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,541,"return setValue(COMPRESSION, compressionType);"
src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,614,String compressionType;
src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,615,switch (type) {
src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,616,"case LZO: compressionType = ""LZO""; break;"
src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,617,"case GZ: compressionType = ""GZ""; break;"
src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,618,"case SNAPPY: compressionType = ""SNAPPY""; break;"
src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,619,"default: compressionType = ""NONE""; break;"
src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java,621,"return setValue(COMPRESSION_COMPACT, compressionType);"
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,575,Call call = calls.remove(id);
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,225,public Connection(ConnectionId remoteId) throws IOException {
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,255,protected synchronized boolean addCall(Call call) {
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,256,if (shouldCloseConnection.get())
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,257,return false;
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,258,"calls.put(call.id, call);"
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,259,notify();
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,260,return true;
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,1031,do {
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,1032,synchronized (connections) {
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,1033,connection = connections.get(remoteId);
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,1034,if (connection == null) {
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,1035,connection = new Connection(remoteId);
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,1036,"connections.put(remoteId, connection);"
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,1039,} while (!connection.addCall(call));
src/test/java/org/apache/hadoop/hbase/regionserver/TestEndToEndSplitTransaction.java,106,"split.transitionZKNode(server, regions.getFirst(), regions.getSecond());"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,108,"table.coprocessorExec(AggregateProtocol.class, scan.getStartRow(), scan"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,109,".getStopRow(), new Batch.Call<AggregateProtocol, R>() {"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,102,@Override
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,111,public R call(AggregateProtocol instance) throws IOException {
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,112,"return instance.getMax(ci, scan);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,114,"}, aMaxCallBack);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,159,"table.coprocessorExec(AggregateProtocol.class, scan.getStartRow(), scan"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,160,".getStopRow(), new Batch.Call<AggregateProtocol, R>() {"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,110,@Override
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,163,public R call(AggregateProtocol instance) throws IOException {
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,164,"return instance.getMin(ci, scan);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,166,"}, minCallBack);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,93,"HTable table = new HTable(conf, tableName);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,201,"table.coprocessorExec(AggregateProtocol.class, scan.getStartRow(), scan"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,202,".getStopRow(), new Batch.Call<AggregateProtocol, Long>() {"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,152,@Override
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,204,public Long call(AggregateProtocol instance) throws IOException {
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,205,"return instance.getRowNum(ci, scan);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,207,"}, rowNum);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,157,"HTable table = new HTable(conf, tableName);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,237,"table.coprocessorExec(AggregateProtocol.class, scan.getStartRow(), scan"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,238,".getStopRow(), new Batch.Call<AggregateProtocol, S>() {"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,162,@Override
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,240,public S call(AggregateProtocol instance) throws IOException {
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,241,"return instance.getSum(ci, scan);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,243,"}, sumCallBack);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,200,"HTable table = new HTable(conf, tableName);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,274,"table.coprocessorExec(AggregateProtocol.class, scan.getStartRow(), scan"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,275,".getStopRow(), new Batch.Call<AggregateProtocol, Pair<S, Long>>() {"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,194,@Override
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,277,"public Pair<S, Long> call(AggregateProtocol instance) throws IOException {"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,278,"return instance.getAvg(ci, scan);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,280,"}, avgCallBack);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,236,"HTable table = new HTable(conf, tableName);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,337,"table.coprocessorExec(AggregateProtocol.class, scan.getStartRow(), scan"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,338,".getStopRow(),"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,339,"new Batch.Call<AggregateProtocol, Pair<List<S>, Long>>() {"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,203,@Override
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,341,"public Pair<List<S>, Long> call(AggregateProtocol instance)"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,342,throws IOException {
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,343,"return instance.getStd(ci, scan);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,346,"}, stdCallback);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,273,"HTable table = new HTable(conf, tableName);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,412,"table.coprocessorExec(AggregateProtocol.class, scan.getStartRow(), scan"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,413,".getStopRow(),"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,414,"new Batch.Call<AggregateProtocol, List<S>>() {"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,415,@Override
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,416,public List<S> call(AggregateProtocol instance)
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,417,throws IOException {
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,418,"return instance.getMedian(ci, scan);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,421,"}, stdCallback);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,463,"HTable table = new HTable(conf, tableName);"
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,464,int cacheSize = scan2.getCaching();
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,465,if (!scan2.getCacheBlocks() || scan2.getCaching() < 2) {
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,466,scan2.setCacheBlocks(true);
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,467,cacheSize = 5;
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,468,scan2.setCaching(cacheSize);
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,470,ResultScanner scanner = table.getScanner(scan2);
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,471,Result[] results = null;
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,472,byte[] qualifier = quals.pollFirst();
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,474,byte[] weightQualifier = weighted ? quals.pollLast() : qualifier;
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,475,R value = null;
src/main/java/org/apache/hadoop/hbase/client/coprocessor/AggregationClient.java,498,scanner.close();
src/main/java/org/apache/hadoop/hbase/regionserver/Store.java,550,sf.createReader();
src/main/java/org/apache/hadoop/hbase/regionserver/Store.java,533,if (!srcFs.equals(fs)) {
src/test/java/org/apache/hadoop/hbase/HBaseTestingUtility.java,1492,"assertTrue(""Timed out waiting for table "" + Bytes.toStringBinary(table),"
src/test/java/org/apache/hadoop/hbase/HBaseTestingUtility.java,1493,System.currentTimeMillis() - startWait < timeoutMillis);
src/test/java/org/apache/hadoop/hbase/HBaseTestingUtility.java,980,"public int loadRegion(final HRegion r, final byte[] f)"
src/test/java/org/apache/hadoop/hbase/HBaseTestingUtility.java,627,"conf.setInt(""hbase.master.wait.on.regionservers.mintostart"", numSlaves);"
src/test/java/org/apache/hadoop/hbase/HBaseTestingUtility.java,628,"conf.setInt(""hbase.master.wait.on.regionservers.maxtostart"", numSlaves);"
src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceManager.java,82,private final List<String> otherRegionServers;
src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceManager.java,418,refreshRegionServersList(path);
src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceManager.java,429,boolean cont = refreshRegionServersList(path);
src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceManager.java,445,refreshRegionServersList(path);
src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceManager.java,448,private boolean refreshRegionServersList(String path) {
src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceManager.java,452,List<String> newRsList = (zkHelper.getRegisteredRegionServers());
src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceManager.java,453,if (newRsList == null) {
src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceManager.java,454,return false;
src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceManager.java,455,} else {
src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceManager.java,456,synchronized (otherRegionServers) {
src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceManager.java,457,otherRegionServers.clear();
src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceManager.java,458,otherRegionServers.addAll(newRsList);
src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceManager.java,461,return true;
src/test/java/org/apache/hadoop/hbase/TestZooKeeper.java,213,@Test
src/test/java/org/apache/hadoop/hbase/TestZooKeeper.java,298,"zk.setACL(""/"", ZooDefs.Ids.CREATOR_ALL_ACL, -1);"
src/test/java/org/apache/hadoop/hbase/TestZooKeeper.java,299,"zk.create(aclZnode, null, ZooDefs.Ids.CREATOR_ALL_ACL, CreateMode.PERSISTENT);"
src/test/java/org/apache/hadoop/hbase/TestZooKeeper.java,300,zk.close();
src/test/java/org/apache/hadoop/hbase/PerformanceEvaluation.java,606,"TextOutputFormat.setOutputPath(job, new Path(inputDir,""outputs""));"
src/test/java/org/apache/hadoop/hbase/PerformanceEvaluation.java,630,"Path subdir = new Path(PERF_EVAL_DIR, formatter.format(new Date()));"
src/test/java/org/apache/hadoop/hbase/PerformanceEvaluation.java,631,fs.mkdirs(subdir);
src/test/java/org/apache/hadoop/hbase/PerformanceEvaluation.java,632,"Path inputFile = new Path(subdir, ""input.txt"");"
